,text
588,hero team luôn luôn top 1
589,trong game on top là t gaming u
590,2:32
591,Tn nge cx hay mà bây🤡
592,"Chị timmy sī quá,em không thích"
593,T gaming u :)
594,T gaming u
595,2025 con ai xem ko
596,"Đây là MV khéttt nhất cx là MV xịn nhất từ trc tới h tui xemm toàn idol vào comment tui quá nể lunn lượt xem 69tr =)))
2025 còn ai coi k taaa"
597,T gaming ohh😂
598,trong game on top là t gaming ooh 😂
599,Donald đối mặt với mày với với em tụi nó sẽ bị hết sọt vào đầu😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
600,"""T Gaming U""🗣️🔥🔥🔥"
601,Tóp 2phongcan 😂😂😂😂😂😂😂😂😂😂😂😂😂
602,2:36 T Gaming ooh=))))
603,Anh khùng à Em sợ anh quá trời luôn rồi like
604,2025 ai còn nghe ko
605,Anh kairon
606,Cháy quá tắt bếp ga đi 😂😂😂😂😂😂
607,siro giáp nhanh vci🤣
608,Còn ai bh mới xem khumm 😅
609,"Siro=sory=) 
T gaming u=)"
610,2:33 Tgaming u
611,Ôn lại kỉ niệm 2025 ❤
612,2:33
613,ai trễ hơn t
614,🙊🫢🫰🫢😵‍💫😵‍💫😵‍💫😵‍💫😵😵‍💫😵‍💫😵‍💫😵‍💫🤤
615,Thg nào lên đây vì T gaming nào
616,Quá dữ T gaming U
617,2025 có ai không :))
618,T gaming U UuuUuUuuu
619,anh phong ngầu quấ
620,Tôi là fan sinh tố team nha
621,:) hồi xưa tao bật tivi rồi hát theo tưởng ngầu
622,Sao bây h có mega lúc nào cx t gaming u😂😂😂
623,2025 r van nghe
624,Coi lại vì anh T 😂
625,Zem lại cái MV này vì nghe Kira hát trg live:))))
626,T gaming u
627,T gaming u 😂
628,Ai qua lại xem vết nhơ của t gaming 😂😂😂😂
629,Coi lại xem hồi nhỏ mình xem cái j=))
630,2:32 cho ai tìm ver anh T 😂
631,Mister vịt rap hài quá😂😂😂
632,"1/7/2025 , qua đây xem lại vết nhơ của t gaming :>😂"
633,Heroteam
634,đây là bài chơi chữ ác nhất mà từng nghe
635,Tôi thấy hero team còn gà
636,đủ wow r
637,🎉❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
638,2025?
639,Gao bạc mở bài ngâù ác
640,"cô ngân: đừng có cà khịa, ông phải dần biết lo đi
 sống trong cuộc đời này phải cần biết cho đi
nhưng cho đi khẩu nghiệp thì nghiệp quật nặng đấy
lúc đấy thì siro đổi thành Sory!
A!Mèo Simmy!
thấy chị em mà sao không thả tim đi!
cùng ti thi công bằng như là phim đi 
nếu không dám nhận lời thì em im đi! Yaa!
Mèo simmy: để tôi tiếp cô ngân hội chị em xê ra!
người chơi hệ Mp5 đấu với hệ mp3!
và những kẻ Anti luôn ở bên ghê ta...
ngày mai phải thốt lên Oh d Damm, ghê nha!
bởi vì ta luôn nỗ lực vươn tới đỉnh cao
kĩ năng trau dồi, tốc độ ngày càng ảo kinh
khả năng cận chiến thì chẳng bảo khinh...
còn sồ người mà bảo xinh phải ngang Hà Thảo Linh
Hà Thảo Linh: ơ cám ơn chị Mèo Simmy!
chị cũng xinh đẹp mà không cần nghèo xiêm y!
em thì luôn làm vua về nhì chắc solo thua cả kèo Timmy!"
641,3:28 Gấu mà lao xuống nước chắc vịt lặng luôn quá 😂
642,A
643,anh T gaming và Bác gấu kìa 😮😮😮😮😮
644,Sớm
645,😭😭😭😭
646,nhac nhu con cak
647,rap hay quá mấy chị ơi
648,"sao ko có cặp đôi sim kai, có mỗi cặp sam phong vậy ?"
649,Thế Chiến 3=))
650,ê ý là sao h t ms biết đến câu phận cong v 😭😭😭
651,0:41 là đoạn duy nhất t thuận
652,Hero Team vẩn dỉnh
653,Đứa nào ăn hiếp chị mèo simmy 🤬😡😡😡😡
654,Còn ai xem ko:)
655,trễ 😊
656,trận battle lịch sử grab vịt
657,djgg
658,2025 còn đứa nào coi ko
659,"2025 rồi, còn ai ở đây ko 😂"
660,hokage của làng free fire nghe rất là wibu
661,T muộn nhất
662,23/6/2025 😂😂
663,Cho em kết bạn đi
664,Hero team ngầu nhất
665,Chú gấu đầu lại MR VỊT KO
666,meo simmy rap hay nhat em yeu chi a chi meo simmy
667,2025 liệu ai còn xem
668,Hay vãi nhiên 🎉🎉
669,simmy cute quá !!
670,Ơ có bavs gẤu à
671,Tao là anTi
672,2025 còn ae nào không😂
673,Ê sao xem lại vẫn thấy hay v mấy fen=)))))
674,Haha
675,Bài nào cũng hay ❤❤
676,2025 ai còn xem
677,Cười té địch❤😢😊
678,=))
679,Nó khéééééééééééét😬😬😬😬😬
680,0:50 :))))))
681,Ôn lại kỉ niệm:))) 😌
682,Mèo sida ơi hát dở quá 😂😂
683,"xời,hero team sợ ai"
684,Game trẻ trâu 😂
685,Mèo simmg ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
686,❤❤❤❤❤❤❤❤
687,"Bài nhạc quá hay , bn tôi liệt giường 10 năm nghe xong tự nhiên đứng dậy tắt tv vội😂😂🎉"
688,"(\_/)
(°√°)
}🖕{"
689,"(\_/)
(°--°)
}❤️{"
690,Phòng mù 😂😂
691,2025 ai còn xem:))
692,Ai coi nx kh:)?
693,2025 còn ai xem lại kh=))
694,Còn ai coi ko❤❤❤❤❤❤
695,Uầy khét lẹt!
696,Chị sim đẹp gái
697,Muộn nhất
698,"2:48 Bạn Nam này rap tốt này, nghe nó ra flow á😂"
699,Hello team mãi đỉnh
700,0:46
701,😅😅😅😅😅😅😅😅😅😅😅 1:10
702,15/662025 ai xem nx k ⬇
703,e iu tất cả các anh❤️❤️❤️❤️
704,K ung thư bằng bài hero đại chiến🐧
705,Anh cai à
706,AI CÒN XEM KHÔNG
707,ai còn xemmm
708,Hay quá chị mèo simmy❤❤❤🎉🎉🎉🎉😊😊😊😊😊
709,tải sao bác gấu không dùng chịch pi tiên
710,uầy khét lẹt luôn á
711,Hồi đó t thấy ngầu🙃
712,Top 1 ko thua ai
713,Xin tự gthieu tên chj là simmy=))))))
714,ai còn xem k..?
715,Mấy anh hát hay quá❤❤❤❤
716,Tạm biệt lớp 5/4 thân yêu tạm các bạn thân yêu 😢😢😢😢
717,Ai bên phe hero tame thì like nha ❤❤❤❤
718,nhu con cac
719,Em thích anh Cairo làm vợ
720,Quá là ngẫu luôn ❤❤
721,U là tr phiên bản khác của đại chiến hero à :)
722,hero team mãi đỉnh
723,xem lậy
724,T thuộc HT 😒😒😒
725,Em đăng kí anh phong rồi 😊
726,Có ai giờ vẫn xem ko
727,"Giờ thì hero giải tán rồi , vậy có vui gì nx đâu"
728,Chị Simmy đagiu đã thế rap cũng dth và hay  nửa ❤
729,😅😅😅
730,😝😝😝😝
731,Trl gao bạc t ngầu nhất
732,Anh phong mãi gold
733,nhu cut
734,2025 còn ai coi ko?
735,"""Xin Tự Giới Thiệu Tên Chị Là SIMMY"""
736,Học bài thì kh thuộc chứ nghe 1 lần là t thuộc lòng hết nv
737,Phong cận đỉnh quá
738,Rikaki đã tiên chi về fifai
739,"Ai chơi free fire nào
Tên:ff2k1-gm"
740,Có cả t gaming
741,Đứa nào ôn lại kỉ niệm năm ấy?
742,Nguye. Bao. Ngoc
743,Tiu kho vịt
744,Ơ cảm ơn chị mèo simpi
745,Đừng có cà khịa
746,Hồi đó fan hero bây giờ fan kira
747,xem lại thấy ngại dùm=))
748,Thích mèo simmy nhất luôn á ❤❤❤❤😊😊😊😊
749,Chị sim my là nhất
750,Mẹ nghe vẫn thấy ok😅
751,simmy rap như lòn
752,Trời má xem lại hay phết
753,"tôi nghĩ hai cặp đôi gao bạc,cô ngân,phong,samy"
754,Đây
755,4 năm rồi nhưng xem lại vẫn hay kinh khủng. Thích ver của Sam vs Phong lắm ạ. Mấy thành viên khác rap cũng hay không kém gì luôn. Thật sự là đỉnh lắm 💯💯💯💯🎉🎉🎊🎊🎊🎊
756,Lmc
757,H
758,Hồi nhỏ nghe hay lớn coi tt mọi ng joke bài này hài giờ nghe chỉ mắc cười
759,2026 r ai nghe ko❤❤❤
760,:)
761,Chị linh dám solo Free với em ko 😌
762,H còn mỗi t xem
763,h nhìn lại chắc bên wag bác gấu thắng
764,Ôn lại kỉ niệm không bây=))))
765,Xem lại đại chiến lịch sử😊
766,Rap cũng có cơm chó
767,vô xem lại chỉ vì T gamming:))
768,2025 rồi nghe không thấy trán luôn ấy ❤❤😊
769,Khét thê
770,❤😂🎉😢😮😅😊
771,Nghe lại nhớ quá nhiều kỉ niệm nhiều quá
772,Tgaming u 2:32
773,ôn tí kỉ niệm 🐧
774,t đang cho bố mẹ t nghe
775,"""Ah mèo simmy thấy chị e mà sao ko thả tim đi""🗣️📢"
776,Hello Arsenal
777,Sam với Sim rap hay hơn 😅😅😅❤❤
778,Giờ mới để ý “Phong cận phận cong” =)))
779,ai xem âk=))
780,fan chị mèo simmy . mãi yêu
781,Anh Phong quá đỉnh 10000000🎉
782,Hay quá mà bỏ hero team hihi❤❤
783,ê...tao nè giờ vẫn thuộc
784,Ôn lại kỉ niệm cở ring cờ ringggg 😅
785,Giờ ai còn xem ko ạ
786,Heavy vô địch
787,iu chi meo simmy
788,😢😢😢😢😢😢😢😢😢😢
789,😮
790,từ bé đến giờ chưa nghe bài rap nào hay đến thế
791,ko ngờ 2021 t lại nghe cái này
792,Mà hay hihi
793,Nghe Siro rap mà rói quá trời luôn!
794,lon jz
795,Ai còn nghe ko ôn tý kỉ niệm ae😂😂🎉🎉
796,ngay nhut nach
797,Chị Ngân ơi chị đừng có giỏi chị simmy hồi chị simmy khóc một cái đó là chị Sammy cầm mã đấu viết chị đó
798,Cô ngân TV vs Mèo simmy
799,trễ ạ
800,Cháy quá đi 😊😊
801,khứa nào đang xem lại đâu-)
802,2025 vẫn xem nè =))))
803,Vi d
804,Coi trễ nhất thế kỷ
805,bác gấu ngu
806,Cháy khén ho
807,Chiến
808,Cô ngân láo vãi😂😂😂
809,Lúc này có ai còn xem ko nhủ 😂
810,đng xem lại đại chiến lịch sử 🥰☺️🙏
811,1:21
812,2015 còn ai ko
813,nhạc hay quá đii
814,Như dái bò
815,Đừng để cho cô ngân tháng
816,Hero team tháng đi
817,"Sammy ngâu vai ,ai fan sammy"
818,phong cân : đưa nao đông Sammy 😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱 Cơm to😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅😅 Ngâu vai😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎 Co cô ngân luôn😀😀😀😀😀😀😀😀😀😀😀
819,"hồi nhỏ coi kiểu: hay quá
lớn coi lại kiểu: ????"
820,nhacj nhu con cacwj
821,Kĩ niệm nrle
822,Ai thích si-rô nhất dơ tay nàh❤❤
823,N0287 avtime av ... diễn viên av nhìn y hệt con ngân
824,mv nào cũng bị nhét CƠM CHÓ vào mồm a hu hu
825,quá đẳng cấp❤❤❤🎉🎉🎉
826,Ê trc khi có drama của Vịt thì hồi đó t mê Vith
827,Cô ngân
828,Cô ngân
829,hai quả đi
830,4 phút địa ngục :)))))
831,nghe lại thấy cái này đỡ hơn hero đại chiến :)))
832,2025 thất tình nên nghe
833,Hay
834,mắc cỡ:))))
835,Chị simmy ráp hay mà ngắn quá trời luôn 😢
836,Ghét
837,Duc anh 2k11 cân tấtt 😊😊
838,Vui qua acj oiiii
839,Anti vậy thôi chứ thuộcx hết bài😔
840,Rồi cô ngân thắng simmy rồi
841,ngầu ghê mọi người ơi
842,hay qua
843,"Ráp gắt quá , gắt như cạp"
844,t xem ma thay ......
845,Hay nhe
846,Ác
847,Kamui hát hay quá quá hay luôn
848,thấy xàm=))
849,Xưa coi thấy hay bh coi lại thấy nổi da gà:)
850,Ko nghe đc ôg siro rap j bật phụ đề mới biết:))😊
851,Còn ai xem lại ko :))🤡
852,Chị simmy mã Định quá tròi luôn đó ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
853,Nhìn Siro choáy  thiệt
854,nghĩ lại ngày xưa nghiện  cái này mà giời ngại vãi
855,thề 4 năm rồi vẫn thuộc không thiếu một chữ😭😭
856,Còn ai xem k
857,Còn ai kh nhờ🤓
858,"là 1 kỉ niệm, hero ko còn là một kỉ niệm đep😊"
859,Điên  à
860,Ai đang xem giơ tay
861,Ôi kỉ niệm của tuiii 💝
862,68tr 💀
863,"ôi, chị Mèo Simmi💙💙💙💙💙"
864,hoang dã quá💔💔💔💔💔💔
865,Ô
866,Ôn kỉ liệm nào =))))))
867,Heo rô tem hát hay hơn
868,:)) 4 năm r mới nghe lại đấy
869,👍👍👍👍
870,Giờ xem lại cũng thấy hay :))
871,hồi xưa t thấy hay lắm mà
872,Thách ai muộn hơn t 🎉
873,h xem lại thấy mắc cừi vaii~~
874,ai còn xem ko...
875,anh phong ngầu qué 
876,Nước mắt có màu hả mọi người? Vẽ tranh bằng nước mắt là sao??? ¿
877,😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂❤😂😂❤😂❤😂❤😂😂❤
878,ai muộn hơn t=))
879,Hero team mãi đỉnh
880,Hero team
881,con ai coi k :))
882,ai thấy hay không ❤
883,💗💗💗💗💗💗💗🇻🇳  nhạc hay quá
884,Thiếu anh keyd😢
885,🎉🎉🎉🎉🎉🎉
886,Rap như llôzzzzz đm  tao lấy lại mày thảm họa. Đầu độc trẻ trâu 👎👎👎🤣🤣🤣🙏🙏🙏
887,Có ai ôn lại kỉ niệm ko:)
888,Ôn lại kỷ niệm
889,Lên Rap Việt học đi mấy thk nhóc
890,Cái này mà là rap à??
891,ê...........
892,2025 còn ai xem?
893,3/5/2025 🗿
894,Co ngan chảnh chó
895,Em là fan của anh. Ước gì em có thể gập anh ạ
896,em cho chị 100.
897,emchop
898,T
899,Itu
900,"Hồi nhỏ coi mà thuộc luôn😂😂
Ghiền vãi❤❤❤❤"
901,😅
902,Gao bạc khen phong đtr vậy ai là phận công😂
903,Tự tin là người xem muộn nhất 😂😅
904,Xin giới thiệu cj đây là symy
905,vịt kho tiêu❤
906,t dg nghe cl j v =))
907,Chị ngân sấu sí
908,😂😂😂
909,Coi lại hay vãi :)))))))
910,Chiến quá ai cũng rap hay hết nha vừa hay vừa ngầu nữa
911,Dinh
912,abh phong cận luôn đẹp trai và ngầu
913,2025 còn ai xem
914,kỉ niệm
915,từ 2025
916,3:12 ngầu quá anh gấu 🐔🐔
917,WOOOOOOOOOOOOOOOO
918,10 năm nữa quay lại
919,Ai lôi t vô đây v tr🥰🔥
920,Có anh mê game ở dưới kìa 😮
921,Ai vs lửa chùa với tôi 🙂‍↔️🙂‍↔️
922,Chị mi mi nữ nam he rô tim là nhất.❤
923,ngày xưa là cái này nổi lắm mà giờ chỉ còn là ngày xưa thôi
924,Anh Phong quá đỉnh 1000000000000000000
925,Quá đỉnh 😊
926,Mình thấy ai cũng hay mà ❤
927,Oi dòi oi :)))))))
928,😅😂
929,Hero team mãi đỉnh
930,"mv nhu cut, t choi game C++2 và adobe Valorant còn hơn Fai fai"
931,"Free fire ❤❤❤❤❤❤
            QUÁ  Hay"
932,Video đẹp trai quá lộn lộn
933,2025 rồi nghe lại hoài niệm ghê mà hero team tan giã rồi huhuhu 😢😢
934,2025 có ai còn coi không
935,😂
936,🫵🫵🫵 2025
937,😂😂 cười ỉa rap nhu loz zay
938,Rap hay quá vậy
939,Quá ghê luôn chị ơi
940,Hero team rap hay quá
941,2025 ai xem ko nhỉ🎉😅
942,"phong cận ❎
phong mù✅"
943,tất cả chỉ là quá khứ🥰
944,nhu cac
945,Vịt kho tiêu siu ngon 👽
946,Thính nhất đoạn của cô Ngân với Simmy❤❤❤
947,2025 r có ai nghe lại hok
948,Kỉ niệm +)))
949,Còn ai xem ko
950,Ê vô ôn lại kỉ niệm mà lớn r nghe nó hơn ớn luôn á
951,"RIP HERO TEAM 2020-2025
Hero team thật sự nát r..."
952,Còn mẹ nào đag ôn lại kỉ niệm như toy ko j
953,2025 còn ai nge ko
954,Lớn r nghe lại kiểu😢
955,Top mv nhiều idol nhất : top 1
956,nghe muốn niệm phậtk
957,A chị mèo simmy:)) hồi trc mê đoạn cô ngân với hà thảo linh rap😂 nghe lại dthw phết
958,Hero team mãi đĩnh😊😊😊
959,khét quá
960,Gahhhhhhhhhh
961,Ngày 9/4/2025 còn ai xem ko 😂 ? 😂😂
962,Chị mèo Sim mi☺️☺️☺️☺️😊
963,Từ tiktok sang -))
964,Ai còn xem năm 2025
965,Cô. Bảo ngân á😂 cô Tớ
966,muon nhat roi
967,2025 tui còn coi mấy bạn còn coi không 😅
968,nhớ ngày 2021 cầm acc của bố vào đây cmt khen siro ngầu 4 năm sau xem lại vẫn thế :)))
969,❤ mèo simmy sammy đào ❤😊😊
970,Hero team k bằg streamer đâu
971,tra tấn lỗ tai
972,Ko bt giờ ai coi tôi gần 4 trước tôi mê fan 4 năm rồi
973,2025 còn ai xem
974,Thua
975,ngầu
976,😊😊😊😊
977,Rakaki rap oach xa lach vo cung😂
978,Bác gấu ngầu quá
979,Ông Siro rap cái gì v tr
980,ui anh V97
981,2030 rồi còn ạ xem ko😊
982,Giỏi dô chơi với anh
983,Oach xa lach vo cung
984,😊
985,Angelo với lại chị mèo simmy ngầu quá Em thấy anh xin một lần gần nhất với lại đẹp
986,:)))) 0:48
987,Ê nghe lại tự nhiên tao nhăn mặt đủ 7749 kiểu...ủa tuổi thơ t z đó hả💔
988,😂😂😂😂😂😂😂haha
989,"Gặp lmc ,đức mõm,cu lì,tắt điện luôn ha ha"
990,Hero xịn❤❤
991,muộn chút thôi mà
992,ha ha Ngô Thị diệp
993,Anh phòng và sammi là nhất
994,Khét ghê ❤😊
995,2025 😂
996,Nhạc ngư cái L
997,Tôi đến từ 2025
998,Nghe lại vẫn hayy❤
999,Ê tao thấy cx hay mà..
1000,1:20
1001,2025 còn ai xem ko
1002,"T ghét hero team, mn tự đặt câu hỏi vì sao t ghét hẻo ream"
1003,2025 còn ai coi ko😢
1004,mai fan chi meo simmi va anh kảion
1005,hay qua anh oi
1006,Rap như đấm vào tai . ai Cũng 6677
1007,Mink để í là heroteam có future xịn hơn 😊😊heroteam mãi đỉnh 😊😊😊😊
1008,đứa nào đang ôn lại kỉ niệm đâu-)?
1009,Xem mãi không chán hay quá
1010,Anh ơi sao hero team có nhiều người rời thế
1011,Có bác gấu luôn à
1012,ai coi tre hon t
1013,"❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉😅
🥰"
1014,Top1đây
1015,Mấy ông cuối cùng gầu lắm
1016,"2025 nghe lại thấy hay quá, hay cốn lài"
1017,"Ôi, video hay và ý nghĩa quá, em fan cô ngân và chj mèo simmy 20 năm r^^"
1018,Huyền Thoại CMNR
1019,Ah gâu
1020,2025 vơ tayy
1021,"nhạc hay,nhìn chị yến see tư,Anh lập nguyên hát hay,cơm 🐶 nh😂"
1022,1:21
1023,Anh Phong đỉnh quá🎉
1024,Hay quá quá cháy 🔥🔥k bao giờ lỗi thời
1025,2025 rồi xem 1 tỷ lần vẫn thấy cháy quá
1026,Ngầuuuuuuuuuuuuuuu...
1027,"(\_/)
(• .•)
/>❤"
1028,Nhạc như koj kwc
1029,Cố lên he rô tim
1030,rap tệ quá
1031,"Xời t fan Rhycap
Đỗ Duy Mạnh nek"
1032,Siro hát hay vậy
