,processed_text
381,Bài hát tệ nhất trong 100 năm :face_with_tears_of_joy:
382,Em dùng bài đấy thì em dùng trừ tà mà là em hết sợ
383,"Đỉnh vãi cả lúa , mấy con gà biết gì"
384,Hay mà :clown_face:
385,"Bài này cũng không tệ , khá hay"
386,nhac hay qua anh oi em ri tinh rồi huhuh
388,Công nhận nhạc giờ thẩm đéo nổi
389,Bài hát như cẹc :face_with_tears_of_joy:
390,Ảnh hưởng tâm trí
391,:face_with_open_mouth: hay rất là hay luôn
392,Anh đậm banh :face_with_tears_of_joy: :face_with_tears_of_joy:
393,Nghe last night của quốc kang chưa
394,"Cám ơn Đố Phú Wy đã giúp anh Nam , anh họ của tôi đang nghiện thuốc lá , sau khi nghe xong thì anh Nam cao nghiện thuốc lá luôn : ) ."
395,điếc luôn cảm mơ anh Quí
398,Quá ha
399,Hay hơn last night
400,Vẫn hay hơn lastnight rất nhiều : ) ) ít ra nhạc mix với giọng cũng ok
402,Hát × Làm điệu ✓
403,Year
404,tôi chắc last night có mối quan hệ ruột thừa với bài này
405,"Nghe last night xog pk qua nghe nhạc anh , quá hay :crying_face:"
406,nghe xong last night phải quay lại đây để rửa tai
407,nhạc như địt vào tai người nghe
408,Ẩn dụ quá nhé . Giai điệu Hook hay nhé hai anh < 3
409,Pickleball ma không thay danh cu nao . Toan that be trai tôi dang giong gay quá :grinning_face_with_sweat:
411,Sau khi nghe Last Night tôi lại nghĩ bài này không tệ như thế :crying_face:
412,Bạn có tài năng bí ẩn hãy nên để nó bí ẩn Bạn kô bao giờ thất vọng khi đang thất vọng
413,Cảm ơn anh đã hồi sinh con rùi của em : )
414,Làm ca khúc chủ đề cho liên đoàn pickeball châu Á hay thế giới đi ; vậy
415,Sau khi nghe last night thì tôi cảm thấy hối hận vì trc đây đã chê píc cồ bôn l :crying_face: :crying_face: :crying_face:
416,hay hơn Trình
417,hay hơn trình
418,Êm tai hơn last nitgh
419,Hay mò mọi người ơi tôi : :smiling_face_with_halo: :smiling_face_with_halo:
420,S ai cũng sợ bài này vậy thấy hay mà :grinning_face_with_sweat:
421,Hơn Last Night của Blacklions
422,Tôi rất sợ bài này
424,"Cảm Ơn Người Đã Sáng Tác Ra Bài Hát Này Đã Khiến Tôi Từ Buồn Chuyển Sang Trầm Cảm , Cảm Ơn Rất Nhiều :heart_suit:"
425,gặp creeper mở bài này
426,"tôi thà nghe bài này , nó còn hay hơn cả bài trình"
427,Bài nhạc này ra được 7 tháng nay tôi mới đủ can đảm vô nghe . Quyết định 7 tháng sai làm chỉ trong 1 phút nông nổi :crying_face: :crying_face:
428,tôi thà nghe bài này còn hơn bài last night của quốc kang : )
429,"Anh có tài năng tiềm ẩn bên trong đấy , giấu mẹ nó đi anh ơi :fire:"
430,Nhạc nghe rất hay :grinning_face_with_sweat:
431,Hay hơn last night nghìn lần
432,Nó ngu vãi như đt chị vậy nó ngu chị đcm * :face_with_tears_of_joy:
433,:face_with_tears_of_joy:
434,Hay :face_with_tears_of_joy:
435,Xem tôi đang ngủ thì lại phải để người ta bật nhạc bolero
436,Cái bồn như lài
437,Đang bị táo bón mà nghe xong phọt ra hết luôn và : )
438,Ông Năm cũng đẹp trai quá
439,Pi cà Po hay quá nhỉ
440,Có ai nghe bài last night của quốc kang gì gì đó xong qua đây để đảm bảo lỗ tai còn hoạt động không : )
441,tôi bật lo luôn nè
442,Nghe bài trình Chưa : )
444,Nghe quốc kang xong nghe bài này thấy cũng ổn cũng hay cũng dịu :smiling_face_with_hearts:
445,ung thư tai
446,Afordless tower
447,Khoan Bình Luận toàn AI viết à ?
448,"he so hot , i ' mày fan"
449,Đây là một trong những thảm họa âm nhạc nguy hiểm nhất lịch sử thế giới
450,oách vãi cả lúa
451,ANH HẸN EM PÍC CỜ BÔN ( anh chơi pickleball với em đk không ) em hẹn anh
452,""" Pickelball funk :fire: :moai: """
453,Xin lỗi Quí nhưng bài này rất tệ so với âm nhạc :crying_face:
454,"hay quá đi thôi , anh hẹn em pickleball pickleball pickleball"
456,Nhạc ám ảnh nhất mà cũng sợ :skull:
457,Nhờ bài này mà vuốt tâm phi phai auto full đỏ :frog:
459,"Em cảm ơn anh đã ra bài hát hay như này . Bài này đã giúp em rửa tai sau khi nghe bài "" trình "" và "" last night """
460,Bài thật là hay
461,X2 và múa
462,"* Cam on bai PICKLEDBALL nhé * * Nho nhac nay ma toi không bi am anh boi bai "" Trinh "" . . *"
463,xin lỗi đỗ phú quý
464,Nghe nhạc tôi nổ mẹ tai
465,Nghe bài này tht sự đi với dễ hơn :penguin:
466,tai tôi lại bị điếc sau khi nghe bài này lần nữa : vậy
467,nhờ bài này mà lên rank trong liên quân : )
468,Hay quá chưa bao giờ mình nghe nhạc hay như ậy . hãy cố gắng ra thêm nhạc như này nhé
469,Ông ni mặt vui như pic cà bon
470,Cha ni mặt nhìn hắn zui :face_with_tears_of_joy:
471,sau khi qua last night của quốc kang thì phải qa đây nghe để rửa tai
472,hay hơn bài trình
473,"Tôi ra mộ thằng bạn tôi chết 5 năm , tôi bật nhạc pickleball cho trên trời nó nghe và sao khi bật nó đứng dậy từ mộ quăng máy nghe nhạc cảm ơn tác giả : )"
474,"Chê gì , 10 năm nữa chúng mày cũng gọi thứ này là huyền thoại = ) )"
475,Phê tai quá :face_with_tears_of_joy: :face_with_tears_of_joy:
476,không : 09
477,"Can ’ tôi even speak Vietnamese but chết tiệt , điều này thật tệ"
478,Bài hát tệ nhất mọi thời đại haha Gay
479,"Môn thể thao của những con Cua , vì các bạn vận động ngang nên rất dễ chấn thương , khởi động kĩ vào . Cua dạo này bán đắt nên mau giàu haha :face_with_hand_over_mouth:"
480,Cứu tôi
482,nghe muốn thủng con mẹ lỗ taI
483,"cảm ơn anh , nhờ đó bài thick of it tăng doanh thu , vì nó tạo ra bom sinh học , chứ không phải ufo như bài của anh"
484,Bài này nghe dễ thương mà sao nhìu người chê vay ta :face_with_tears_of_joy: . chắc không đúng gu
485,1 : 21
487,như cứt
489,Cho mình hỏi bài này có gì hay mà lại từng hot vậy ạ :face_with_tears_of_joy:
490,nghe bài này xong khiến tôi tổn thọ quá :face_with_tears_of_joy:
491,"8 , 3tr người xem :penguin:"
493,Bố cái thằng bê đê và chim bé
494,Bài này hay mà
495,Đang bị táo bón nghe phát ra ào ào luôn
496,"Nhờ có ài hát này , bạn tôi bị bệnh người thực vật đã đứng dậy được ( để tắt bài hát ) , cảm ơn tác giả !"
497,Lúc còn sống tôi hay bật nhạc này ở đám tang của những người thân đã khuất
498,Bài này giúp chúng ta trở nên hài hơn . Cụ thể là hài cốt
499,:downcast_face_with_sweat:
500,Hứ
501,Đẹp trai quá
502,"Bài nhạc có rất nhiều tác dụng tốt như chữa táo bón , cứu trái đất khỏi cuộc xâm lược của người ngoài hành tinh , một hình thức tra tấn nhân đạo vv . . :face_with_tears_of_joy:"
503,Lonha
504,10 điểm quá đã quá xá đã
505,Ủa hay mà ta : ) )
506,Hát ncc
507,Nghe bài tôi muốn tan chảy lỗ tai thì muốn nổ tung 2 đôi mắt muốn đui mẹ luôn hitler nghe bài này xong thì muốn nằm hòm luôn
508,:grinning_face_with_sweat: :face_with_tears_of_joy: :party_popper:
509,Thấy nhiều cmt thấy tội bạn ca sĩ quá tôi sẽ chịu khó lâu lâu vô nghe cày view cho bạn
510,"Bài hát như qq . Nghĩa đen thì như hạ . . chưa , còn nghĩa bóng thì như lol . :smirking_face:"
511,Sau khi nghe bản nhạc này tôi sẽ chôn cái đt này
512,HIHI
513,ĐPQ à đã xấu còn bt tưởng đẹp tria cứ nhìn vào camera bt sao mà nhiều người coi không vì nghe trên mạng nói dỡ quá nghe thửu á mà chứ không ai mướn nghe
514,"Nghe như đấm vào tai , thảm họa nhân loại là đây !"
515,tuyệt
516,biết jlh không : 50 không : 55 không : 56 không : 56 không : 56 không : 57 đô phu
517,Từ bài anh cover Không lời qua đây hihi
518,Ê nghe lần đầu mà thấy nó cũng hay mà
520,Pịck cà bon
522,bài hát vô địch
523,hay lắm bạn ơi
524,Pickleball hay quá
525,1 thảm họa âm nhạc : 3
526,Thằng em tôi quậy như điên khi nghe thì khóc mẹ luôn
527,Không biết sao nhạc này được gọi là nhạc dở nhất hiện nay chẳng ai muốn nghe :face_with_tears_of_joy:
528,Hay hơn Thao túng tâm trí của coser nào đó
529,Đọc Cmt . Thấy bài này giúp được nhiều người . :face_with_tears_of_joy:
530,"nhạc hay nhỉ , hôn như lày"
531,Pikachu bài nhạc trẻ nhất trong Việt Nam đến nước ngoài một người nào đó nghe big about biến thành người thực vật đối với các bài BigKool truy kích
532,Nhạc đáng sợ nhất thành tinh
533,2025 có ai nghe không :smiling_face_with_smiling_eyes:
534,Hơn trình rồi = ) )
535,giờ nghe lại thấy hayy = ) )
536,- )
537,"Tôi chỉ là một khứa bán vợt bắt muỗi . Cũng nhờ bài hát này mà khách hàng của tôi như được khai phá thêm công năng của cây vợt muỗi . Giờ họ không dùng nó để bắt muỗi nữa , họ vượt mức pickleball :face_with_tears_of_joy:"
538,bài hát đã giúp đứa bạn đã chết của tôi sống lại :skull:
539,Tự dưng thấy pích cồ bôn cũng hay :crying_face:
540,"Mọe vãi , Jack bỏ con hát còn co nghĩa hơn"
541,Có lyric không
542,Ok
543,nghe 30 giây như bị tra tấn
544,bài nhạc này giúp cho người bạn bị điếc 2 năm khi nghe được bài này đã thông lỗ tai và nghe được mọi thứ . Cảm ơn bài hát này rất nhiều !
545,Anh hẹn em pickle ball
547,Quá hay đi rồi . hihi :smiling_face_with_smiling_eyes: :party_popper:
548,Bài này có thể giúp tôi trừ tà vào vào virus ở máy thật tuyệt !
549,50 :red_heart:
550,nhac hay vai cac dit me tuyet voi nghe ma nung
551,Ủa hay mà mấy mẹ ? Nghe từ thứ 3 tới giờ .
552,"Đứa bạn của mình bị điếc , mình mở bài pickleball cho nó nghe . Rồi nó đứng dậy tắt cái bài này , nó đã hết điếc , cảm ơn tác giả Đỗ Phú Quí"
553,rổn nước li
554,Bruh :face_with_open_mouth:
555,Anh hẹn em pickdog :face_with_tears_of_joy: :dog_face: :face_with_tears_of_joy: :dog_face:
556,bruh tau bị nghiện bích cà bo mẹ roy :smiling_face_with_halo: :folded_hands:
557,không : 08 đủ mẹ :face_with_tears_of_joy:
559,Ha trai deq
560,"Bài hát rất tốt , sau 7 tháng tôi nghe lại vẫn U I anh như ngày nào"
561,tôi khỏi táo bón
562,Hình thức tra tấn loài người man rợ ; - ;
563,Ra đời tôi nể mỗi bài này không phải vì nó hay tại ảnh dám phát hành :raised_hand: :loudly_crying_face: :raised_hand:
564,Thick of it hay hơn nhiều
565,:skull_and_crossbones: :skull_and_crossbones: :skull_and_crossbones: :skull:
566,nghe nhiều cũng hay ra phết đấy chứ : )
567,"Bà tôi mới nghe xong đã nhập viện , tới cả con chó nhà Tôi cũng nghe và đã chết :crying_face:"
568,"có bài này là tôi không sợ đi học muộn , thích ngủ nướng thì nghe xong là tỉnh ngủ liền"
569,Như loz
570,Xem cái này xong cái thằng em họ hát quài luôn rồi tối nó cũng hát luôn
571,Người nhà mình mới mất lúc đám tang mình mở lên người đó tỉnh dậy xong rồi tắt
572,hát cái gì không thể nghe và hiểu :rolling_on_the_floor_laughing:
573,Một sự tra tấn lỗ tai
574,"Trước giờ nhiều người điếc cứ nghĩ bản thân họ tồi tệ , bất hạnh và thiếu đi may mắn trong cuộc sống . Nhưng tôi tin , nếu như họ nghe được những giai điệu này thì người bất hạnh nhất là những người không bị điếc !"
575,:palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands:
576,Em mạnh vào
577,bài này hay chỗ nào :face_with_open_mouth:
578,:red_heart: 1 : 15
579,Nỗi ác mộng bắt đầu gồm pickerball và j97
580,"Xin lỗi anh vì đã chê nhạc của anh , không ngờ còn có một bài còn tệ hơn nhạc của anh"
581,Bạn tôi sắp chết tỉnh dậy khoẻ mạnh để tắt bài này :face_with_tears_of_joy:
582,Thêm phonk thành siêu phẩm
583,* Nếu tôi nằm liệt giường mà nghe bài này lần 2 chắc tôi tự đứng dậy tắt luôn quá … *
584,:party_popper: :face_with_tears_of_joy: :red_heart: :crying_face: :face_with_open_mouth: :grinning_face_with_sweat: :smiling_face_with_smiling_eyes: Iuhihahahahaha
585,Bài hát rất hay ĐỌC LẠ KINH
586,không : 48 đỡ hơn tí :loudly_crying_face:
588,Vượt mức pickleball là sao ? ?
589,Đã 5 tháng rồi nhanh tht
590,vú anh to quá < 3
593,jamxjsmbl
595,khj :red_heart:
596,đang bón nghe xong ra luôn
597,sao nghe hơn 25 lần mà sao tôi thấy bình thường mà có gì đâu mà mọi người nghe xong rồi comments kì vậy
598,"Bạn của em bị táo bón mấy lâu nay . Mỗi lần ỉa mất hơn 2 tiếng , một hôm em bật nhạc của anh lên . thằng bạn của em bằng cách nào đấy chỉ mất 3 giây để ỉa rồi ra tắt nhạc luôn . Cảm ơn Đỗ Phú Quí"
599,"nghe cái bài "" gọi em là cô gái wibu còn anh là my husbando "" gì gì đấy nên mình quay lại đây để gửi lời xin lỗi Quí :face_holding_back_tears: ra là Pickleball vẫn còn hay chán"
600,Nhạc như muốn hiếp dâm lỗ tai tht là ghen tị với người điếc
601,không không : 54
602,không : 19 invisible fuck ghost doll clips4sale ghost
603,Thấy bình thường mà sao ai cũg chê nhỉ ? Hiệu ứng đám đông à
604,Anh xin lỗi là đây là hình tròn tra tấn man rợ nhất thế giới
605,không thak nào coi hết mà bật max volume
606,giờ nghe bị nghiện không
607,2 qua bom nguyên tử giáng xuống nhật bản vẫn chưa phải . là thảm họa :party_popper: Ngay đây tại việt nam . Pickleball mới là thứ hủu diệt tâm trí . :crying_face:
608,"anh quí đẹp trai quá , nhạc hay hay , lời ca trầm ấm , nhưng nghe xog em điếc mẹ luôn , từ đó em đã kiếm nhiều tiền hơn nhờ đôi tai điếc , cảm ơn anh quí : 3"
609,hoạt cảnh chán nhờ
610,tôi làm kiểu tra khảo phạm nhân để lấy lời khai khó lắm nhưng từ khi có cái bài này là phạm nhân nó khai tuốt tuồn tuột luôn cảm ơn tác giả rất nhiều :face_with_tears_of_joy:
611,Ít ra bài này nghe còn được hơn mấy bài phai phai và 1 số bài khác
613,Nói zị không sợ người ta buồn hở ?
614,"bài nhạc hay vãi , tôi nghe hoài không chán"
615,"Bạn tôi bị tai nạn xe , khoảng 2 phút sau , cái spotify của nó phát bài này . Nó như được hồi sinh , ngồi dạy tắt nhạc đi . Cảm ơn Đỗ Phú "" Quí """
616,Nghe nhiều thấy cuốn nhé
617,nhạc như buồi mẹ
618,Đỡ hơn 3 bài kia
619,: ) )
621,"Lúc trước đi học toàn bị bạn bè trêu chọc nói xấu bên tai , nhờ có bài hát này mà tôi điếc mẹ luôn . Nhờ thế mà tôi không nghe ai thì thầm nữa , cảm ơn Đỗ Phú Qúy : ) )"
