,processed_text
359,Bài hát tệ nhất trong 100 năm :face_with_tears_of_joy:
360,Em dùng bài đấy thì em dùng trừ tà mà là em hết sợ
361,"Đỉnh vãi cả lúa , mấy con gà biết gì"
362,Hay mà :clown_face:
363,"Bài này cũng không tệ , khá hay"
364,nhac hay qua anh oi em ri tinh rồi huhuh
365,Công nhận nhạc giờ thẩm đéo nổi
366,Bài hát như cẹc :face_with_tears_of_joy:
367,Ảnh hưởng tâm trí
368,:face_with_open_mouth: hay rất là hay luôn
369,Anh đậm banh :face_with_tears_of_joy: :face_with_tears_of_joy:
370,Nghe last night của quốc kang chưa
371,"Cám ơn Đố Phú Wy đã giúp anh Nam , anh họ của tôi đang nghiện thuốc lá , sau khi nghe xong thì anh Nam cao nghiện thuốc lá luôn : ) ."
372,điếc luôn cảm mơ anh Quí
373,Quá ha
374,Hay hơn last night
375,Vẫn hay hơn lastnight rất nhiều : ) ) ít ra nhạc mix với giọng cũng ok
376,Hát × Làm điệu ✓
377,Year
378,tôi chắc last night có mối quan hệ ruột thừa với bài này
379,"Nghe last night xog pk qua nghe nhạc anh , quá hay :crying_face:"
380,nghe xong last night phải quay lại đây để rửa tai
381,nhạc như địt vào tai người nghe
382,Ẩn dụ quá nhé . Giai điệu Hook hay nhé hai anh < 3
383,Pickleball ma không thay danh cu nao . Toan that be trai tôi dang giong gay quá :grinning_face_with_sweat:
384,Sau khi nghe Last Night tôi lại nghĩ bài này không tệ như thế :crying_face:
385,Bạn có tài năng bí ẩn hãy nên để nó bí ẩn Bạn kô bao giờ thất vọng khi đang thất vọng
386,Cảm ơn anh đã hồi sinh con rùi của em : )
387,Làm ca khúc chủ đề cho liên đoàn pickeball châu Á hay thế giới đi ; vậy
388,Sau khi nghe last night thì tôi cảm thấy hối hận vì trc đây đã chê píc cồ bôn l :crying_face: :crying_face: :crying_face:
389,hay hơn Trình
390,hay hơn trình
391,Êm tai hơn last nitgh
392,Hay mò mọi người ơi tôi : :smiling_face_with_halo: :smiling_face_with_halo:
393,S ai cũng sợ bài này vậy thấy hay mà :grinning_face_with_sweat:
394,Hơn Last Night của Blacklions
395,Tôi rất sợ bài này
396,"Cảm Ơn Người Đã Sáng Tác Ra Bài Hát Này Đã Khiến Tôi Từ Buồn Chuyển Sang Trầm Cảm , Cảm Ơn Rất Nhiều :heart_suit:"
397,gặp creeper mở bài này
398,"tôi thà nghe bài này , nó còn hay hơn cả bài trình"
399,Bài nhạc này ra được 7 tháng nay tôi mới đủ can đảm vô nghe . Quyết định 7 tháng sai làm chỉ trong 1 phút nông nổi :crying_face: :crying_face:
400,tôi thà nghe bài này còn hơn bài last night của quốc kang : )
401,"Anh có tài năng tiềm ẩn bên trong đấy , giấu mẹ nó đi anh ơi :fire:"
402,Nhạc nghe rất hay :grinning_face_with_sweat:
403,Hay hơn last night nghìn lần
404,Nó ngu vãi như đt chị vậy nó ngu chị đcm * :face_with_tears_of_joy:
405,:face_with_tears_of_joy:
406,Hay :face_with_tears_of_joy:
407,Xem tôi đang ngủ thì lại phải để người ta bật nhạc bolero
408,Cái bồn như lài
409,Đang bị táo bón mà nghe xong phọt ra hết luôn và : )
410,Ông Năm cũng đẹp trai quá
411,Pi cà Po hay quá nhỉ
412,Có ai nghe bài last night của quốc kang gì gì đó xong qua đây để đảm bảo lỗ tai còn hoạt động không : )
413,tôi bật lo luôn nè
414,Nghe bài trình Chưa : )
415,Nghe quốc kang xong nghe bài này thấy cũng ổn cũng hay cũng dịu :smiling_face_with_hearts:
416,ung thư tai
417,Afordless tower
418,Khoan Bình Luận toàn AI viết à ?
419,"he so hot , i ' mày fan"
420,Đây là một trong những thảm họa âm nhạc nguy hiểm nhất lịch sử thế giới
421,oách vãi cả lúa
422,ANH HẸN EM PÍC CỜ BÔN ( anh chơi pickleball với em đk không ) em hẹn anh
423,""" Pickelball funk :fire: :moai: """
424,Xin lỗi Quí nhưng bài này rất tệ so với âm nhạc :crying_face:
425,"hay quá đi thôi , anh hẹn em pickleball pickleball pickleball"
426,Nhạc ám ảnh nhất mà cũng sợ :skull:
427,Nhờ bài này mà vuốt tâm phi phai auto full đỏ :frog:
428,"Em cảm ơn anh đã ra bài hát hay như này . Bài này đã giúp em rửa tai sau khi nghe bài "" trình "" và "" last night """
429,Bài thật là hay
430,X2 và múa
431,"* Cam on bai PICKLEDBALL nhé * * Nho nhac nay ma toi không bi am anh boi bai "" Trinh "" . . *"
432,xin lỗi đỗ phú quý
433,Nghe nhạc tôi nổ mẹ tai
434,Nghe bài này tht sự đi với dễ hơn :penguin:
435,tai tôi lại bị điếc sau khi nghe bài này lần nữa : vậy
436,nhờ bài này mà lên rank trong liên quân : )
437,Hay quá chưa bao giờ mình nghe nhạc hay như ậy . hãy cố gắng ra thêm nhạc như này nhé
438,Ông ni mặt vui như pic cà bon
439,Cha ni mặt nhìn hắn zui :face_with_tears_of_joy:
440,sau khi qua last night của quốc kang thì phải qa đây nghe để rửa tai
441,hay hơn bài trình
442,"Tôi ra mộ thằng bạn tôi chết 5 năm , tôi bật nhạc pickleball cho trên trời nó nghe và sao khi bật nó đứng dậy từ mộ quăng máy nghe nhạc cảm ơn tác giả : )"
443,"Chê gì , 10 năm nữa chúng mày cũng gọi thứ này là huyền thoại = ) )"
444,Phê tai quá :face_with_tears_of_joy: :face_with_tears_of_joy:
445,không : 09
446,"Can ’ tôi even speak Vietnamese but chết tiệt , điều này thật tệ"
447,Bài hát tệ nhất mọi thời đại haha Gay
448,"Môn thể thao của những con Cua , vì các bạn vận động ngang nên rất dễ chấn thương , khởi động kĩ vào . Cua dạo này bán đắt nên mau giàu haha :face_with_hand_over_mouth:"
449,Cứu tôi
450,nghe muốn thủng con mẹ lỗ taI
451,"cảm ơn anh , nhờ đó bài thick of it tăng doanh thu , vì nó tạo ra bom sinh học , chứ không phải ufo như bài của anh"
452,Bài này nghe dễ thương mà sao nhìu người chê vay ta :face_with_tears_of_joy: . chắc không đúng gu
453,1 : 21
454,như cứt
455,Cho mình hỏi bài này có gì hay mà lại từng hot vậy ạ :face_with_tears_of_joy:
456,nghe bài này xong khiến tôi tổn thọ quá :face_with_tears_of_joy:
457,"8 , 3tr người xem :penguin:"
458,Bố cái thằng bê đê và chim bé
459,Bài này hay mà
460,Đang bị táo bón nghe phát ra ào ào luôn
461,"Nhờ có ài hát này , bạn tôi bị bệnh người thực vật đã đứng dậy được ( để tắt bài hát ) , cảm ơn tác giả !"
462,Lúc còn sống tôi hay bật nhạc này ở đám tang của những người thân đã khuất
463,Bài này giúp chúng ta trở nên hài hơn . Cụ thể là hài cốt
464,:downcast_face_with_sweat:
465,Hứ
466,Đẹp trai quá
467,"Bài nhạc có rất nhiều tác dụng tốt như chữa táo bón , cứu trái đất khỏi cuộc xâm lược của người ngoài hành tinh , một hình thức tra tấn nhân đạo vv . . :face_with_tears_of_joy:"
468,Lonha
469,10 điểm quá đã quá xá đã
470,Ủa hay mà ta : ) )
471,Hát ncc
472,Nghe bài tôi muốn tan chảy lỗ tai thì muốn nổ tung 2 đôi mắt muốn đui mẹ luôn hitler nghe bài này xong thì muốn nằm hòm luôn
473,:grinning_face_with_sweat: :face_with_tears_of_joy: :party_popper:
474,Thấy nhiều cmt thấy tội bạn ca sĩ quá tôi sẽ chịu khó lâu lâu vô nghe cày view cho bạn
475,"Bài hát như qq . Nghĩa đen thì như hạ . . chưa , còn nghĩa bóng thì như lol . :smirking_face:"
476,Sau khi nghe bản nhạc này tôi sẽ chôn cái đt này
477,HIHI
478,ĐPQ à đã xấu còn bt tưởng đẹp tria cứ nhìn vào camera bt sao mà nhiều người coi không vì nghe trên mạng nói dỡ quá nghe thửu á mà chứ không ai mướn nghe
479,"Nghe như đấm vào tai , thảm họa nhân loại là đây !"
480,tuyệt
481,biết jlh không : 50 không : 55 không : 56 không : 56 không : 56 không : 57 đô phu
482,Từ bài anh cover Không lời qua đây hihi
483,Ê nghe lần đầu mà thấy nó cũng hay mà
484,Pịck cà bon
485,bài hát vô địch
486,hay lắm bạn ơi
487,Pickleball hay quá
488,1 thảm họa âm nhạc : 3
489,Thằng em tôi quậy như điên khi nghe thì khóc mẹ luôn
490,Không biết sao nhạc này được gọi là nhạc dở nhất hiện nay chẳng ai muốn nghe :face_with_tears_of_joy:
491,Hay hơn Thao túng tâm trí của coser nào đó
492,Đọc Cmt . Thấy bài này giúp được nhiều người . :face_with_tears_of_joy:
493,"nhạc hay nhỉ , hôn như lày"
494,Pikachu bài nhạc trẻ nhất trong Việt Nam đến nước ngoài một người nào đó nghe big about biến thành người thực vật đối với các bài BigKool truy kích
495,Nhạc đáng sợ nhất thành tinh
496,2025 có ai nghe không :smiling_face_with_smiling_eyes:
497,Hơn trình rồi = ) )
498,giờ nghe lại thấy hayy = ) )
499,- )
500,"Tôi chỉ là một khứa bán vợt bắt muỗi . Cũng nhờ bài hát này mà khách hàng của tôi như được khai phá thêm công năng của cây vợt muỗi . Giờ họ không dùng nó để bắt muỗi nữa , họ vượt mức pickleball :face_with_tears_of_joy:"
501,bài hát đã giúp đứa bạn đã chết của tôi sống lại :skull:
502,Tự dưng thấy pích cồ bôn cũng hay :crying_face:
503,"Mọe vãi , Jack bỏ con hát còn co nghĩa hơn"
504,Có lyric không
505,Ok
506,nghe 30 giây như bị tra tấn
507,bài nhạc này giúp cho người bạn bị điếc 2 năm khi nghe được bài này đã thông lỗ tai và nghe được mọi thứ . Cảm ơn bài hát này rất nhiều !
508,Anh hẹn em pickle ball
509,Quá hay đi rồi . hihi :smiling_face_with_smiling_eyes: :party_popper:
510,Bài này có thể giúp tôi trừ tà vào vào virus ở máy thật tuyệt !
511,50 :red_heart:
512,nhac hay vai cac dit me tuyet voi nghe ma nung
513,Ủa hay mà mấy mẹ ? Nghe từ thứ 3 tới giờ .
514,"Đứa bạn của mình bị điếc , mình mở bài pickleball cho nó nghe . Rồi nó đứng dậy tắt cái bài này , nó đã hết điếc , cảm ơn tác giả Đỗ Phú Quí"
515,rổn nước li
516,Bruh :face_with_open_mouth:
517,Anh hẹn em pickdog :face_with_tears_of_joy: :dog_face: :face_with_tears_of_joy: :dog_face:
518,bruh tau bị nghiện bích cà bo mẹ roy :smiling_face_with_halo: :folded_hands:
519,không : 08 đủ mẹ :face_with_tears_of_joy:
520,Ha trai deq
521,"Bài hát rất tốt , sau 7 tháng tôi nghe lại vẫn U I anh như ngày nào"
522,tôi khỏi táo bón
523,Hình thức tra tấn loài người man rợ ; - ;
524,Ra đời tôi nể mỗi bài này không phải vì nó hay tại ảnh dám phát hành :raised_hand: :loudly_crying_face: :raised_hand:
525,Thick of it hay hơn nhiều
526,:skull_and_crossbones: :skull_and_crossbones: :skull_and_crossbones: :skull:
527,nghe nhiều cũng hay ra phết đấy chứ : )
528,"Bà tôi mới nghe xong đã nhập viện , tới cả con chó nhà Tôi cũng nghe và đã chết :crying_face:"
529,"có bài này là tôi không sợ đi học muộn , thích ngủ nướng thì nghe xong là tỉnh ngủ liền"
530,Như loz
531,Xem cái này xong cái thằng em họ hát quài luôn rồi tối nó cũng hát luôn
532,Người nhà mình mới mất lúc đám tang mình mở lên người đó tỉnh dậy xong rồi tắt
533,hát cái gì không thể nghe và hiểu :rolling_on_the_floor_laughing:
534,Một sự tra tấn lỗ tai
535,"Trước giờ nhiều người điếc cứ nghĩ bản thân họ tồi tệ , bất hạnh và thiếu đi may mắn trong cuộc sống . Nhưng tôi tin , nếu như họ nghe được những giai điệu này thì người bất hạnh nhất là những người không bị điếc !"
536,:palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands: :palms_up_together: :raising_hands:
537,Em mạnh vào
538,bài này hay chỗ nào :face_with_open_mouth:
539,:red_heart: 1 : 15
540,Nỗi ác mộng bắt đầu gồm pickerball và j97
541,"Xin lỗi anh vì đã chê nhạc của anh , không ngờ còn có một bài còn tệ hơn nhạc của anh"
542,Bạn tôi sắp chết tỉnh dậy khoẻ mạnh để tắt bài này :face_with_tears_of_joy:
543,Thêm phonk thành siêu phẩm
544,* Nếu tôi nằm liệt giường mà nghe bài này lần 2 chắc tôi tự đứng dậy tắt luôn quá … *
545,:party_popper: :face_with_tears_of_joy: :red_heart: :crying_face: :face_with_open_mouth: :grinning_face_with_sweat: :smiling_face_with_smiling_eyes: Iuhihahahahaha
546,Bài hát rất hay ĐỌC LẠ KINH
547,không : 48 đỡ hơn tí :loudly_crying_face:
548,Vượt mức pickleball là sao ? ?
549,Đã 5 tháng rồi nhanh tht
550,vú anh to quá < 3
551,jamxjsmbl
552,khj :red_heart:
553,đang bón nghe xong ra luôn
554,sao nghe hơn 25 lần mà sao tôi thấy bình thường mà có gì đâu mà mọi người nghe xong rồi comments kì vậy
555,"Bạn của em bị táo bón mấy lâu nay . Mỗi lần ỉa mất hơn 2 tiếng , một hôm em bật nhạc của anh lên . thằng bạn của em bằng cách nào đấy chỉ mất 3 giây để ỉa rồi ra tắt nhạc luôn . Cảm ơn Đỗ Phú Quí"
556,"nghe cái bài "" gọi em là cô gái wibu còn anh là my husbando "" gì gì đấy nên mình quay lại đây để gửi lời xin lỗi Quí :face_holding_back_tears: ra là Pickleball vẫn còn hay chán"
557,Nhạc như muốn hiếp dâm lỗ tai tht là ghen tị với người điếc
558,không không : 54
559,không : 19 invisible fuck ghost doll clips4sale ghost
560,Thấy bình thường mà sao ai cũg chê nhỉ ? Hiệu ứng đám đông à
561,Anh xin lỗi là đây là hình tròn tra tấn man rợ nhất thế giới
562,không thak nào coi hết mà bật max volume
563,giờ nghe bị nghiện không
564,2 qua bom nguyên tử giáng xuống nhật bản vẫn chưa phải . là thảm họa :party_popper: Ngay đây tại việt nam . Pickleball mới là thứ hủu diệt tâm trí . :crying_face:
565,"anh quí đẹp trai quá , nhạc hay hay , lời ca trầm ấm , nhưng nghe xog em điếc mẹ luôn , từ đó em đã kiếm nhiều tiền hơn nhờ đôi tai điếc , cảm ơn anh quí : 3"
566,hoạt cảnh chán nhờ
567,tôi làm kiểu tra khảo phạm nhân để lấy lời khai khó lắm nhưng từ khi có cái bài này là phạm nhân nó khai tuốt tuồn tuột luôn cảm ơn tác giả rất nhiều :face_with_tears_of_joy:
568,Ít ra bài này nghe còn được hơn mấy bài phai phai và 1 số bài khác
569,Nói zị không sợ người ta buồn hở ?
570,"bài nhạc hay vãi , tôi nghe hoài không chán"
571,"Bạn tôi bị tai nạn xe , khoảng 2 phút sau , cái spotify của nó phát bài này . Nó như được hồi sinh , ngồi dạy tắt nhạc đi . Cảm ơn Đỗ Phú "" Quí """
572,Nghe nhiều thấy cuốn nhé
573,nhạc như buồi mẹ
574,Đỡ hơn 3 bài kia
575,: ) )
576,"Lúc trước đi học toàn bị bạn bè trêu chọc nói xấu bên tai , nhờ có bài hát này mà tôi điếc mẹ luôn . Nhờ thế mà tôi không nghe ai thì thầm nữa , cảm ơn Đỗ Phú Qúy : ) )"
